time_sec,time_ns,dx,dy,dz,wrist,grip
1763770599,763322891,2.7766535e-05,3.26136e-07,1.6664557e-05,-0.12294468,0.0
1763770599,864049249,-3.83452e-05,3.3648894e-06,6.6731096e-05,-3.9628932,0.0
1763770599,963500919,2.2858674e-06,-2.2767447e-06,2.4951207e-05,-1.9141622,0.0
1763770600,63071490,-2.3624266e-06,0.0,1.0079687e-05,0.0,0.0
1763770600,163351289,2.177973e-06,3.3642739e-06,4.9357826e-05,0.0,0.0
1763770600,263272128,-9.902157e-07,6.922959e-06,2.935864e-05,0.0,0.0
1763770600,363709001,-1.2284421e-07,1.9806012e-06,2.943158e-05,0.0,0.0
1763770600,464386305,-7.785661e-09,8.491898e-06,3.124803e-05,-4.206806,0.0
1763770600,563901438,7.294409e-06,-2.8783393e-06,6.139693e-06,-1.2931938,0.0
1763770600,663677494,-6.296772e-06,-9.03891e-07,3.2851753e-05,0.0,0.0
1763770600,765822133,-5.3516e-07,-1.0919028e-06,3.6866946e-05,0.0,0.0
1763770600,864723016,-1.7931755e-07,6.3879406e-06,3.0579e-05,-3.8831184,0.0
1763770600,963543267,4.2734314e-07,-9.012092e-08,1.6641388e-05,-1.6168817,0.0
1763770601,63360726,5.56096e-07,7.805421e-07,2.4369572e-05,0.0,0.0
1763770601,163351073,-5.5542284e-07,-3.1419628e-07,1.9889092e-05,0.0,0.0
1763770601,263280782,-7.19299e-07,7.798207e-07,2.5038698e-05,0.0,0.0
1763770601,363163410,3.8937407e-05,1.405144e-06,3.0106783e-05,-1.078024,0.0
1763770601,464399053,-6.6319894e-06,-2.324016e-06,1.8416245e-05,-4.921976,0.0
1763770601,563974657,-3.1004955e-05,5.2757873e-06,1.5891625e-05,0.0,0.0
1763770601,663793154,-2.5741521e-08,2.1685e-06,2.1353617e-05,0.0,0.0
1763770601,764696054,-4.5281965e-09,4.5992556e-06,3.9136325e-05,0.0,0.0
1763770601,863376886,-2.820665e-07,1.0006719e-06,3.0068737e-05,0.0,0.0
1763770601,962345746,-7.5877824e-07,-2.0397622e-06,3.957219e-05,0.0,0.0
1763770602,63641960,8.902814e-07,4.850759e-06,9.325331e-06,0.0,0.0
1763770602,163841575,-1.1117734e-06,1.628825e-06,1.2044114e-05,0.0,0.0
1763770602,263620331,3.3946495e-08,4.014227e-06,3.8318773e-05,0.0,0.0
1763770602,368064563,1.1772314e-06,-2.2857262e-06,3.0842904e-05,0.0,0.0
1763770602,465495196,-1.1017231e-06,1.0654367e-07,1.9689032e-05,0.0,0.0
1763770602,563867085,2.1847734e-06,2.5703216e-06,4.266734e-05,0.0,0.0
1763770602,666289037,-9.205071e-07,-2.5115963e-07,6.048855e-05,0.0,0.0
1763770602,763857301,-1.1450087e-06,9.5309565e-07,2.106045e-05,0.0,0.0
1763770602,863444495,-2.0396777e-07,2.615923e-06,3.2718726e-05,-2.5,0.0
1763770602,963748445,-9.493514e-07,5.6178663e-07,1.6620166e-05,0.0,0.0
1763770603,63206842,6.163908e-07,2.166738e-06,4.0324623e-05,0.0,0.0
1763770603,163918377,1.2757026e-06,3.8220495e-07,3.323742e-05,0.0,0.0
1763770603,264376127,-1.4887485e-06,-2.7873436e-06,1.7030223e-05,0.0,0.0
1763770603,364030525,1.4442433e-07,3.861013e-06,2.3959368e-05,0.0,0.0
1763770603,463666626,8.000857e-07,-3.011466e-06,3.336275e-05,-2.1642795,0.0
1763770603,564428120,-1.6337012e-06,4.1572252e-06,1.31560255e-05,-5.6769114,0.0
1763770603,663288933,1.8859143e-06,3.7340037e-06,2.0867277e-05,-0.65880907,0.0
1763770603,763140997,5.353023e-08,6.376655e-07,2.2748314e-05,0.0,0.0
1763770603,863397810,-6.728459e-07,-1.7631437e-06,2.0053749e-05,0.0,0.0
1763770603,963962471,6.912221e-07,-1.2789728e-06,1.961732e-05,-0.27686453,0.0
1763770604,62968519,3.410454e-06,1.4521919e-06,3.629636e-05,-3.2231355,0.0
1763770604,163817883,2.2776418e-05,1.8488222e-06,2.9848725e-05,0.0,0.0
1763770604,263538142,-2.6920747e-05,-1.7914017e-06,2.0213567e-05,0.0,0.0
1763770604,365361410,2.7295819e-08,7.7369884e-07,2.0360902e-05,0.0,0.0
1763770604,464228968,7.8486764e-08,4.667956e-06,1.2786921e-05,0.0,0.0
1763770604,565333628,1.1455529e-06,-7.278809e-07,9.026788e-06,0.0,0.0
1763770604,664126208,1.3035433e-06,-1.2690739e-06,9.220849e-06,0.0,0.0
1763770604,763839269,3.529242e-05,8.6457985e-06,1.9453048e-05,0.0,0.0
1763770604,864150483,2.299306e-06,-3.8931207e-06,2.6925793e-05,0.0,0.0
1763770604,963185619,-3.3610537e-05,1.6904323e-06,2.6246527e-05,0.0,0.0
1763770605,63420079,-6.540399e-06,-1.15098466e-07,2.6278283e-05,0.0,0.0
1763770605,163241482,1.0595235e-06,1.9162428e-06,2.1175509e-05,0.0,0.0
1763770605,263354787,1.8412047e-07,2.172426e-06,3.1061314e-05,0.0,0.0
1763770605,363465466,2.8369719e-05,3.1926818e-06,3.1666048e-05,0.0,0.0
1763770605,463274957,9.725609e-06,4.066228e-06,3.0464822e-05,0.0,0.0
1763770605,563767949,-2.489813e-05,-2.0385855e-07,4.1518124e-05,0.0,0.0
1763770605,663860505,1.1120121e-05,-1.4850715e-06,4.0605733e-05,0.0,0.0
1763770605,764929168,-8.776194e-06,2.5610113e-06,2.2947615e-05,0.0,0.0
1763770605,865119431,3.0694673e-06,1.3627171e-06,2.4232422e-05,0.0,0.0
1763770605,963898286,2.6201042e-07,2.0220225e-06,2.2701177e-05,0.0,0.0
1763770606,64227138,-2.2481606e-06,1.988734e-06,1.8242443e-05,0.0,0.0
1763770606,164594655,4.460525e-06,2.3037117e-07,2.1182745e-05,0.0,0.0
1763770606,263500413,-2.2678887e-05,1.53623e-06,2.367118e-05,0.0,0.0
1763770606,363430651,1.2239719e-06,7.359584e-07,3.1602143e-05,0.0,0.0
1763770606,463668846,-4.757483e-07,1.3674539e-06,3.1820106e-05,0.0,0.0
1763770606,563859900,2.2833287e-07,-1.752867e-06,2.92358e-05,0.0,0.0
1763770606,663092689,-1.325778e-06,1.4558306e-06,1.8775925e-05,0.0,0.0
1763770606,763069775,1.9571996e-06,-2.485463e-06,2.0792973e-05,0.0,0.0
1763770606,863749794,-2.6106233e-07,2.4025153e-06,1.7354343e-05,0.0,0.0
1763770606,963570879,-2.1250592e-06,2.646066e-06,1.5394924e-05,0.0,0.0
1763770607,63372840,2.2385855e-06,-5.4683005e-07,3.116931e-05,0.0,0.0
1763770607,163295596,-2.2234847e-06,2.7773397e-06,4.11185e-05,0.0,0.0
1763770607,264117928,1.5610524e-06,-3.807901e-06,2.1067679e-05,-1.6615154,0.0
1763770607,363137244,-1.3650213e-06,5.563176e-07,1.4829617e-05,-2.3384848,0.0
1763770607,463716094,1.5066772e-06,3.834269e-06,3.075822e-05,0.0,0.0
1763770607,563989102,1.573994e-06,1.0190311e-07,1.7474673e-05,0.0,0.0
1763770607,663548591,-5.1981567e-07,-9.3027955e-07,9.998651e-06,0.0,0.0
1763770607,763875921,-3.9757114e-07,1.3193016e-06,7.5369526e-06,0.0,0.0
1763770607,863575261,-6.7584426e-07,3.4418163e-06,1.2242363e-05,0.0,0.0
1763770607,963506189,-2.4746762e-06,0.053033523,1.790634e-05,0.0,0.0
1763770608,63092832,-1.840869e-06,0.052228108,2.2244469e-05,0.0,0.0
1763770608,164006965,1.08045475e-08,2.0296106e-06,2.0929432e-05,0.0,0.0
1763770608,263772074,2.3913066e-07,3.6820811e-06,1.7534263e-05,0.0,0.0
1763770608,364275020,8.0598693e-07,-7.234263e-07,2.6988138e-05,0.0,0.0
1763770608,463144830,-9.398602e-07,1.2046371e-06,3.354541e-05,0.0,0.0
1763770608,564342950,1.1352989e-06,2.137033e-06,3.5795307e-05,0.0,0.0
1763770608,663686793,1.108032e-06,-4.127271e-06,1.5778916e-05,0.0,0.0
1763770608,763522578,2.831858e-05,3.194909e-06,7.603228e-06,0.0,0.0
1763770608,863037210,-2.1707709e-05,7.757294e-06,1.784133e-05,0.0,0.0
1763770608,963934076,-7.4904638e-06,-1.4096153e-06,1.7465372e-05,0.0,0.0
1763770609,63960444,-1.1418792e-06,-1.9722409e-06,1.7243852e-05,0.0,0.0
1763770609,163461298,-3.1942136e-07,3.1783331e-06,2.1824415e-05,0.0,0.0
1763770609,263683816,6.349194e-07,1.0693363e-06,2.077097e-05,0.0,0.0
1763770609,364980922,1.2339261e-06,7.3208355e-07,1.7008495e-05,0.0,0.0
1763770609,464323532,-5.5271954e-07,5.962304e-07,1.6224374e-05,0.0,0.0
1763770609,564010062,-5.7064954e-06,-1.7198413e-06,0.020507803,0.0,0.0
1763770609,664145971,-2.8539824e-05,1.2305044e-06,0.11863728,0.0,0.0
1763770609,763314453,-6.014726e-05,1.9095154e-05,0.124091655,0.0,0.0
1763770609,863656594,2.3595661e-05,2.684952e-06,1.9775316e-05,0.0,0.0
1763770609,963368215,-4.2848136e-05,-2.0148354e-06,0.0448152,0.0,0.0
1763770610,63346505,-8.9808804e-05,8.647636e-07,0.2183773,0.0,0.0
1763770610,164170811,-3.2663995e-06,-1.5678718e-06,1.6723965e-05,0.0,0.0
1763770610,263476647,7.441217e-07,5.2181763e-06,2.5893807e-05,0.0,0.0
1763770610,363666173,3.2991808e-05,2.0464045e-06,3.92034e-05,0.0,0.0
1763770610,463774781,6.287854e-06,3.2498906e-07,1.5501044e-05,0.0,0.0
1763770610,564771345,-2.9458744e-05,4.481784e-07,1.9939693e-05,0.0,0.0
1763770610,663513280,1.6346117e-05,1.4786804e-07,1.2242561e-05,0.0,0.0
1763770610,763400598,-1.20901095e-05,4.1323665e-06,2.1544209e-05,0.0,0.0
1763770610,863141274,-1.3182135e-05,-1.0777267e-06,2.152445e-05,0.0,0.0
1763770610,963175350,-1.5884967e-07,-2.135716e-06,2.1259506e-05,0.0,0.0
1763770611,63386396,-1.2443206e-06,1.5740109e-06,1.5974007e-05,0.0,0.0
1763770611,163053916,7.5756515e-07,1.4044659e-06,1.0264429e-05,0.0,0.0
1763770611,263803282,1.7537068e-05,2.749245e-07,1.3557342e-05,0.0,0.0
1763770611,364658047,2.1266125e-05,1.1693983e-06,1.9257754e-05,0.0,0.0
1763770611,463251492,-1.0447728e-05,1.581732e-06,2.4299876e-05,0.0,0.0
1763770611,563629687,-2.743746e-05,-2.5871973e-06,1.6708205e-05,0.0,0.0
1763770611,664193899,-1.0236743e-06,-2.0846305e-06,1.19093e-05,0.0,0.0
1763770611,763349985,-1.1868646e-06,-3.3025794e-06,1.7063327e-05,0.0,0.0
1763770611,863350261,-8.6915165e-08,9.124176e-06,2.5050687e-05,0.0,0.0
1763770611,963235936,1.5678438e-08,2.7142542e-07,1.8388553e-05,0.0,0.0
1763770612,63173216,2.1407332e-06,-1.0065155e-06,2.66531e-05,0.0,0.0
1763770612,162903304,-1.5185846e-06,-1.0857829e-06,2.1200447e-05,0.0,0.0
1763770612,262994863,2.6247162e-05,3.821785e-06,3.2550157e-05,0.0,0.0
1763770612,363762435,1.2873658e-05,-1.2093861e-06,2.7851742e-05,0.0,0.0
1763770612,464996015,-2.2349608e-05,1.5319799e-07,2.7428903e-05,0.0,0.0
1763770612,564033070,-1.5020264e-05,-5.5894424e-07,2.353442e-05,0.0,0.0
1763770612,663402484,-1.0859841e-06,-9.990207e-07,2.2579616e-05,0.0,0.0
1763770612,764146159,5.864765e-07,2.8477905e-06,2.9183178e-05,0.0,0.0
1763770612,863063130,6.428693e-07,5.739049e-07,2.7627022e-05,0.0,0.0
1763770612,963364801,-1.5156035e-08,-1.9205925e-06,2.247466e-05,0.0,0.0
1763770613,63221407,-1.0390611e-06,1.5174197e-06,1.9752468e-05,0.0,0.0
1763770613,163981595,-9.571171e-07,3.3597067e-07,1.3622469e-05,0.0,0.0
1763770613,263206887,1.1505184e-06,1.2950783e-06,1.3910786e-05,0.0,0.0
1763770613,362886002,1.1276889e-05,4.0742003e-07,2.1158281e-05,0.0,0.0
1763770613,462932936,2.6250886e-05,1.16983806e-07,3.8700673e-05,0.0,0.0
1763770613,563112211,-3.6011238e-06,4.0814382e-07,2.201807e-05,0.0,1.0
1763770613,663045927,-3.4317636e-05,-3.518056e-08,1.2891044e-05,0.0,0.0
1763770613,762761522,-3.3044973e-08,4.2297565e-06,2.0620064e-05,0.0,0.0
1763770613,863122529,-1.1552947e-06,4.628433e-08,1.2201091e-05,0.0,0.0
1763770613,963098172,-3.3450476e-08,-1.0704152e-06,1.9267474e-05,0.0,0.0
1763770614,63044367,1.9874917e-06,-1.1929401e-07,1.8198652e-05,0.0,0.0
1763770614,163203765,1.4418858e-06,2.37144e-06,3.3498316e-05,0.0,0.0
1763770614,263765386,-6.6555737e-07,3.2865787e-06,1.9274525e-05,0.0,0.0
1763770614,363614309,2.6324831e-05,-3.456531e-06,2.6975089e-05,0.0,0.0
1763770614,464390007,1.5652336e-06,3.0757533e-06,-0.06886981,0.0,0.0
1763770614,563746066,7.100884e-05,1.316147e-05,-0.19424103,0.0,0.0
1763770614,664901807,1.7682551e-06,6.131803e-06,1.9355813e-05,0.0,0.0
1763770614,763519332,1.2771848e-06,-1.1054066e-06,2.0390784e-05,0.0,0.0
1763770614,863106740,1.47804685e-05,8.748538e-07,1.3428114e-05,0.0,0.0
1763770614,963238985,2.2228816e-05,-3.7544882e-07,-0.06344702,0.0,0.0
1763770615,63868271,6.0837476e-05,9.276233e-06,-0.24925736,0.0,0.0
1763770615,164009134,5.2090985e-05,2.642963e-06,-0.1609146,0.0,0.0
1763770615,263886083,3.0318004e-06,2.9961702e-06,1.8453573e-05,0.0,0.0
1763770615,364034201,3.303559e-05,2.1034673e-06,1.1781028e-05,0.0,0.0
1763770615,464685901,-3.3795175e-05,4.103511e-06,1.8095609e-05,0.0,0.0
1763770615,564214984,-2.2612307e-06,4.3873e-06,3.0805448e-05,0.0,0.0
1763770615,665019050,-5.0381725e-08,5.3740507e-07,2.5795443e-05,0.0,0.0
1763770615,763584460,-4.8936716e-05,4.8255856e-06,0.21061955,0.0,0.0
1763770615,864101031,-3.2980395e-05,3.8376793e-06,0.13858491,0.0,0.0
1763770615,965866396,-4.5927814e-06,1.5258653e-06,0.019260172,0.0,0.0
1763770616,65450489,-3.2158787e-05,4.960614e-06,0.1400823,0.0,0.0
1763770616,166226762,-5.458557e-05,3.0439776e-06,0.2283806,0.0,0.0
1763770616,263767350,8.243687e-07,8.825488e-07,1.3054753e-05,0.0,0.0
1763770616,363574646,-1.3853364e-06,2.8812822e-06,1.265882e-05,0.0,0.0
1763770616,463633736,-2.6460646e-05,-7.8951126e-07,0.11411553,0.0,0.0
1763770616,563551212,-5.2891064e-05,7.896333e-06,0.25435352,0.0,0.0
1763770616,663294118,2.0109235e-05,4.9666132e-06,1.412647e-05,0.0,0.0
1763770616,763449886,-2.6584208e-05,-3.4386025e-07,1.9946736e-05,0.0,0.0
1763770616,863611924,8.72408e-06,-1.5968409e-07,1.6397704e-05,0.0,0.0
1763770616,965462555,2.891244e-05,2.566233e-06,2.3091568e-05,0.0,0.0
1763770617,63971643,2.867324e-08,2.5795591e-06,2.283488e-05,0.0,0.0
1763770617,163862700,-7.5524003e-06,6.480007e-06,2.2420536e-05,0.0,0.0
1763770617,263407498,-2.9215973e-05,3.337678e-06,2.2154469e-05,0.0,0.0
1763770617,363527591,-2.0158525e-06,-1.7539943e-06,2.9811932e-05,0.0,0.0
1763770617,463334796,1.0937357e-06,6.8327486e-06,2.6536065e-05,0.0,0.0
1763770617,563464257,-1.0978225e-06,-5.1662237e-06,3.254721e-05,0.0,0.0
1763770617,663780170,3.6157286e-05,4.141046e-07,1.603188e-05,0.0,0.0
1763770617,763657316,-2.9528761e-05,1.145936e-07,1.6623248e-05,0.0,0.0
1763770617,863818184,-6.754648e-06,5.2265154e-06,2.1645094e-05,0.0,0.0
1763770617,963870251,-8.910577e-07,1.3299956e-06,1.5242923e-05,0.0,0.0
1763770618,63308743,1.1338614e-06,-3.5688862e-07,6.8718978e-06,0.0,0.0
1763770618,164933112,1.0196907e-06,-1.6143367e-06,8.549999e-06,0.0,0.0
1763770618,264679931,2.0721513e-05,-1.009007e-06,1.6201682e-05,0.0,0.0
1763770618,364120801,1.6911801e-05,3.6571346e-06,2.2518425e-05,0.0,0.0
1763770618,463232462,-1.761273e-05,1.6041229e-06,2.3353792e-05,0.0,0.0
1763770618,564307350,-6.0370435e-06,-1.8145246e-06,2.087233e-05,0.0,0.0
1763770618,664854708,9.810632e-06,2.9201044e-06,2.0598109e-05,0.0,0.0
1763770618,766215190,-2.4108705e-05,4.7667686e-06,1.989593e-05,0.0,0.0
1763770618,863478742,-4.3634867e-07,-0.010390002,2.1372545e-05,0.0,0.0
1763770618,963761967,4.0879268e-06,-0.10864964,2.6084652e-05,0.0,0.0
1763770619,63860665,5.380319e-06,-0.19673705,2.284061e-05,0.0,0.0
1763770619,163672509,-1.238004e-06,2.7511198e-06,2.3109407e-05,0.0,0.0
1763770619,263209731,1.086141e-06,-2.5583577e-06,2.4354216e-05,0.0,0.0
1763770619,363455061,1.189588e-06,-3.2837497e-06,1.7026141e-05,0.0,0.0
1763770619,463226716,-1.739886e-05,-0.2596018,1.991931e-05,0.0,0.0
1763770619,563320788,-1.1474446e-05,-0.056188487,3.5781017e-05,0.0,0.0
1763770619,663818288,2.9247642e-06,-0.07551541,2.2246786e-05,0.0,0.0
1763770619,764416371,2.6133414e-06,-0.17904688,4.6561432e-05,0.0,0.0
1763770619,863384931,2.8310692e-06,-0.06122867,3.6537927e-05,0.0,0.0
1763770619,963622501,5.9393545e-07,-8.0428543e-07,3.0231058e-05,0.0,0.0
1763770620,63152302,-2.0752364e-05,3.923111e-08,0.08708718,0.0,0.0
1763770620,163086559,-3.1756073e-05,4.166281e-06,0.14194517,0.0,0.0
1763770620,263226883,-2.5959233e-05,7.6724984e-07,0.10222084,0.0,0.0
1763770620,362944437,-4.4145385e-05,7.846222e-06,0.14250365,0.0,0.0
1763770620,462864491,-2.9265231e-05,4.8622665e-06,2.5644724e-05,0.0,0.0
1763770620,563539877,-1.1788222e-06,-5.3889016e-07,1.0238913e-05,0.0,0.0
1763770620,664121862,3.7403206e-05,-1.1120013e-06,8.913592e-06,0.0,0.0
1763770620,765024818,-3.2967608e-05,1.0131618e-06,6.127777e-06,0.0,0.0
1763770620,863977758,-3.1415536e-06,4.5530037e-06,2.4250272e-05,0.0,0.0
1763770620,964519381,-8.95229e-07,-1.6748594e-06,1.2596708e-05,0.0,0.0
1763770621,65560512,2.0360347e-05,-3.571599e-07,1.5690366e-05,0.0,0.0
1763770621,163730788,2.7860121e-06,7.036286e-08,2.3282939e-05,0.0,0.0
1763770621,265180580,-2.2740966e-05,6.289951e-07,2.2989014e-05,0.0,0.0
1763770621,364317359,-4.4221935e-07,3.6522304e-06,1.2884472e-05,0.0,0.0
1763770621,463439653,1.1608321e-06,4.6342384e-06,1.3364525e-05,0.0,0.0
1763770621,563612676,9.596262e-06,2.6239961e-06,1.6380029e-05,0.0,0.0
1763770621,664715800,1.9750161e-05,-1.2058766e-06,2.5737836e-05,0.0,0.0
1763770621,764592834,-2.4241774e-05,-5.6936756e-07,1.762905e-05,0.0,0.0
1763770621,865553467,2.9621144e-05,1.8760546e-06,1.7353506e-05,0.0,0.0
1763770621,965325094,-2.8005553e-07,4.0322275e-06,1.8791592e-05,0.0,0.0
1763770622,65496484,-3.4966477e-05,-2.5960508e-06,1.0255266e-05,0.0,0.0
1763770622,169172089,3.8128208e-05,2.8334941e-06,2.4934749e-05,0.0,0.0
1763770622,264909465,1.0175173e-06,7.3392656e-08,2.027827e-05,0.0,0.0
1763770622,371129048,-3.1480096e-05,1.8685164e-06,1.8352232e-05,0.0,0.0
1763770622,465617966,1.8573392e-05,3.1044626e-06,2.0134294e-05,0.0,0.0
1763770622,579822935,1.129386e-05,-1.5755787e-06,1.52248e-05,0.0,0.0
1763770622,667665996,-2.4561936e-05,3.326349e-06,1.7353952e-05,0.0,0.0
1763770622,774571531,-1.34589545e-05,5.9978483e-06,2.73333e-05,0.0,0.0
1763770622,886079889,-1.2067993e-06,3.0911874e-06,2.6248148e-05,0.0,0.0
1763770622,963940552,7.1325094e-06,-0.16471061,2.3146928e-05,0.0,0.0
1763770623,64701926,4.2608885e-06,-0.1510765,1.5862226e-05,0.0,0.0
1763770623,164546901,-6.7123966e-07,1.1324152e-06,2.0479076e-05,0.0,0.0
1763770623,264996666,1.2509875e-06,-0.026631612,2.4862738e-05,0.0,0.0
1763770623,366248173,4.658737e-06,-0.15705328,2.5342226e-05,0.0,0.0
1763770623,464145325,6.584876e-06,-0.026839286,2.2227943e-05,0.0,0.0
1763770623,564448239,3.1317377e-05,2.9737566e-06,1.6851289e-05,0.0,0.0
1763770623,664400924,-3.7516216e-05,5.208272e-06,4.105827e-05,0.0,0.0
1763770623,764467897,1.1237016e-06,4.630611e-06,2.2624243e-05,0.0,0.0
1763770623,863303474,-7.8322375e-07,1.7380311e-06,2.7947424e-05,0.0,0.0
1763770623,963369665,3.9732047e-05,5.4936487e-07,2.3840335e-05,0.0,0.0
1763770624,63892038,3.1783166e-08,-4.0682453e-06,2.2883878e-05,0.0,0.0
1763770624,164430924,-3.040784e-05,3.5356616e-06,2.4682664e-05,0.0,0.0
1763770624,264929801,-9.395004e-06,1.1695229e-06,2.0058913e-05,0.0,0.0
1763770624,364227506,4.7681015e-06,-0.1285803,1.6026284e-05,0.0,0.0
1763770624,464658948,4.3740703e-05,-0.11619019,1.9850437e-05,0.0,0.0
1763770624,565329654,-2.2147682e-05,-0.018367207,2.1825166e-05,0.0,0.0
1763770624,664190356,-1.7328488e-05,5.2629302e-06,1.7958473e-05,0.0,0.0
1763770624,763796935,6.0212943e-07,2.2150057e-06,1.8709961e-05,0.0,0.0
1763770624,863826461,-3.9876517e-07,6.191822e-07,1.5500476e-05,0.0,0.0
1763770625,63278947,-6.3492524e-07,-2.427163e-06,8.691831e-06,0.0,0.0
1763770625,65492026,1.6022062e-06,-0.010842276,3.3684988e-05,0.0,0.0
1763770625,263991617,2.4457104e-06,-0.083414316,2.4124061e-05,0.0,0.0
1763770625,266364290,1.0671342e-05,-0.3767332,2.326028e-05,0.0,0.0
1763770625,463799820,1.296433e-06,-0.0026975418,2.4146048e-05,0.0,0.0
1763770625,466688941,-1.1723401e-06,2.2396946e-06,1.3438168e-05,0.0,0.0
1763770625,664773862,2.2833517e-06,3.3020383e-06,1.762244e-05,0.0,0.0
1763770625,763731904,2.8480243e-05,-2.0226137e-06,1.6366106e-05,0.0,0.0
1763770625,864392225,-1.6946582e-05,-6.6602377e-07,7.954097e-06,0.0,0.0
1763770625,963512284,-1.3096328e-05,2.4589133e-06,1.6836173e-05,0.0,0.0
1763770626,63822517,2.460989e-05,-1.3419331e-08,1.4428983e-05,0.0,0.0
1763770626,164495759,-6.939406e-06,9.539676e-07,1.7272943e-05,0.0,0.0
1763770626,264047443,-1.8446475e-05,-1.501139e-06,1.5830363e-05,0.0,0.0
1763770626,363440918,5.552042e-07,1.1010225e-06,1.3112653e-05,0.0,0.0
1763770626,465645961,7.2792614e-07,4.135265e-06,1.7282688e-05,0.0,0.0
1763770626,566771804,4.5719713e-07,-0.018817041,1.8718141e-05,0.0,0.0
1763770626,667811142,4.8687343e-06,-0.15131386,1.9741015e-05,0.0,0.0
1763770626,769084661,-2.3698125e-05,-0.19828881,2.0770878e-05,0.0,0.0
1763770626,865218625,2.1767264e-05,-1.4310828e-07,2.190413e-05,0.0,0.0
1763770626,966431256,-3.2180513e-05,-1.9641363e-06,1.3583334e-05,0.0,0.0
1763770627,65514853,1.0958382e-06,4.4313665e-06,3.0633855e-05,0.0,0.0
1763770627,171249865,-6.1209835e-07,5.2503087e-06,1.602499e-05,0.0,0.0
1763770627,267940306,3.8315153e-05,-1.1673359e-06,1.4713752e-05,0.0,0.0
1763770627,368565111,-1.4977363e-08,5.7513075e-06,2.7318712e-05,0.0,0.0
1763770627,464261887,-3.272877e-05,9.0845776e-07,2.7508131e-05,0.0,0.0
1763770627,565587144,-5.608034e-06,1.1974576e-06,2.9592158e-05,0.0,0.0
1763770627,664196399,-2.276979e-07,-1.2103566e-06,2.7724473e-05,0.0,0.0
1763770627,764916951,-1.1729272e-06,-3.4659681e-06,2.3471055e-05,0.0,0.0
1763770627,865157846,3.5022282e-07,4.468188e-06,1.5334082e-05,0.0,0.0
1763770627,966145121,4.627256e-07,3.994974e-06,1.9593555e-05,0.0,0.0
1763770628,64910447,1.8527651e-05,-5.3250004e-09,2.3140088e-05,0.0,0.0
1763770628,164376880,5.974985e-06,-0.04375738,2.044451e-05,0.0,0.0
1763770628,263963735,-1.7907796e-05,-0.17370199,2.3772374e-05,0.0,0.0
1763770628,363426503,1.6601953e-05,-0.045695238,7.754259e-06,0.0,0.0
1763770628,464524309,1.2163575e-05,9.411421e-07,8.457273e-06,0.0,0.0
1763770628,563521936,-2.6923619e-05,2.8966228e-06,9.207784e-06,0.0,0.0
